step,overall_complete_weight,overall_active_weight,overall_progress,overall_complete_leaf_count,overall_active_leaf_count,coding_complete_weight,coding_active_weight,coding_progress,coding_complete_leaf_count,coding_active_leaf_count,excluded_complete_weight,excluded_active_weight,excluded_progress,excluded_complete_leaf_count,excluded_active_leaf_count,product_complete_weight,product_active_weight,product_progress,validation_complete_weight,validation_active_weight,validation_progress,investigation_complete_weight,investigation_active_weight,investigation_progress,environment_complete_weight,environment_active_weight,environment_progress,artifact_complete_weight,artifact_active_weight,artifact_progress,documentation_complete_weight,documentation_active_weight,documentation_progress
12,5.0,12.0,0.4166666666666667,5,12,5.0,11.0,0.45454545454545453,5,11,0,1.0,0.0,0,1,0,0,0.0,1.0,3.0,0.3333333333333333,4.0,8.0,0.5,0,1.0,0.0,0,0,0.0,0,0,0.0
13,5.0,13.0,0.38461538461538464,5,13,5.0,12.0,0.4166666666666667,5,12,0,1.0,0.0,0,1,0,0,0.0,1.0,4.0,0.25,4.0,8.0,0.5,0,1.0,0.0,0,0,0.0,0,0,0.0
14,5.0,14.0,0.35714285714285715,5,14,5.0,13.0,0.38461538461538464,5,13,0,1.0,0.0,0,1,0,0,0.0,1.0,4.0,0.25,4.0,9.0,0.4444444444444444,0,1.0,0.0,0,0,0.0,0,0,0.0
15,6.0,15.0,0.4,6,15,6.0,14.0,0.42857142857142855,6,14,0,1.0,0.0,0,1,0,0,0.0,1.0,4.0,0.25,5.0,10.0,0.5,0,1.0,0.0,0,0,0.0,0,0,0.0
16,6.0,16.0,0.375,6,16,6.0,15.0,0.4,6,15,0,1.0,0.0,0,1,0,0,0.0,1.0,5.0,0.2,5.0,10.0,0.5,0,1.0,0.0,0,0,0.0,0,0,0.0
17,7.0,17.0,0.4117647058823529,7,17,7.0,16.0,0.4375,7,16,0,1.0,0.0,0,1,0,0,0.0,2.0,6.0,0.3333333333333333,5.0,10.0,0.5,0,1.0,0.0,0,0,0.0,0,0,0.0
18,7.0,18.0,0.3888888888888889,7,18,7.0,17.0,0.4117647058823529,7,17,0,1.0,0.0,0,1,0,0,0.0,2.0,7.0,0.2857142857142857,5.0,10.0,0.5,0,1.0,0.0,0,0,0.0,0,0,0.0
19,8.0,19.0,0.42105263157894735,8,19,8.0,18.0,0.4444444444444444,8,18,0,1.0,0.0,0,1,0,0,0.0,3.0,8.0,0.375,5.0,10.0,0.5,0,1.0,0.0,0,0,0.0,0,0,0.0
20,8.0,20.0,0.4,8,20,8.0,19.0,0.42105263157894735,8,19,0,1.0,0.0,0,1,0,0,0.0,3.0,9.0,0.3333333333333333,5.0,10.0,0.5,0,1.0,0.0,0,0,0.0,0,0,0.0
21,9.0,21.0,0.42857142857142855,9,21,9.0,20.0,0.45,9,20,0,1.0,0.0,0,1,0,0,0.0,3.0,9.0,0.3333333333333333,6.0,11.0,0.5454545454545454,0,1.0,0.0,0,0,0.0,0,0,0.0
22,10.0,22.0,0.45454545454545453,10,22,10.0,21.0,0.47619047619047616,10,21,0,1.0,0.0,0,1,1.0,1.0,1.0,3.0,9.0,0.3333333333333333,6.0,11.0,0.5454545454545454,0,1.0,0.0,0,0,0.0,0,0,0.0
