step,overall_complete_weight,overall_active_weight,overall_progress,overall_complete_leaf_count,overall_active_leaf_count,coding_complete_weight,coding_active_weight,coding_progress,coding_complete_leaf_count,coding_active_leaf_count,excluded_complete_weight,excluded_active_weight,excluded_progress,excluded_complete_leaf_count,excluded_active_leaf_count,product_complete_weight,product_active_weight,product_progress,validation_complete_weight,validation_active_weight,validation_progress,investigation_complete_weight,investigation_active_weight,investigation_progress,environment_complete_weight,environment_active_weight,environment_progress,artifact_complete_weight,artifact_active_weight,artifact_progress,documentation_complete_weight,documentation_active_weight,documentation_progress
12,4.0,12.0,0.3333333333333333,4,12,4.0,12.0,0.3333333333333333,4,12,0,0,0.0,0,0,0,0,0.0,0,1.0,0.0,4.0,11.0,0.36363636363636365,0,0,0.0,0,0,0.0,0,0,0.0
13,4.0,13.0,0.3076923076923077,4,13,4.0,13.0,0.3076923076923077,4,13,0,0,0.0,0,0,0,0,0.0,0,1.0,0.0,4.0,12.0,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0
14,4.0,14.0,0.2857142857142857,4,14,4.0,14.0,0.2857142857142857,4,14,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,4.0,12.0,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0
15,5.0,15.0,0.3333333333333333,5,15,5.0,15.0,0.3333333333333333,5,15,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,5.0,13.0,0.38461538461538464,0,0,0.0,0,0,0.0,0,0,0.0
16,5.0,16.0,0.3125,5,16,5.0,16.0,0.3125,5,16,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,5.0,14.0,0.35714285714285715,0,0,0.0,0,0,0.0,0,0,0.0
17,5.0,17.0,0.29411764705882354,5,17,5.0,17.0,0.29411764705882354,5,17,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,5.0,15.0,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0
18,5.0,18.0,0.2777777777777778,5,18,5.0,18.0,0.2777777777777778,5,18,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,5.0,16.0,0.3125,0,0,0.0,0,0,0.0,0,0,0.0
19,5.0,19.0,0.2631578947368421,5,19,5.0,19.0,0.2631578947368421,5,19,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,5.0,17.0,0.29411764705882354,0,0,0.0,0,0,0.0,0,0,0.0
20,6.0,20.0,0.3,6,20,6.0,20.0,0.3,6,20,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,6.0,18.0,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0
21,6.0,21.0,0.2857142857142857,6,21,6.0,21.0,0.2857142857142857,6,21,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,6.0,19.0,0.3157894736842105,0,0,0.0,0,0,0.0,0,0,0.0
22,7.0,22.0,0.3181818181818182,7,22,7.0,22.0,0.3181818181818182,7,22,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,7.0,20.0,0.35,0,0,0.0,0,0,0.0,0,0,0.0
23,7.0,23.0,0.30434782608695654,7,23,7.0,23.0,0.30434782608695654,7,23,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,7.0,21.0,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0
24,8.0,24.0,0.3333333333333333,8,24,8.0,24.0,0.3333333333333333,8,24,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,8.0,22.0,0.36363636363636365,0,0,0.0,0,0,0.0,0,0,0.0
25,8.0,25.0,0.32,8,25,8.0,25.0,0.32,8,25,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,8.0,23.0,0.34782608695652173,0,0,0.0,0,0,0.0,0,0,0.0
26,8.0,26.0,0.3076923076923077,8,26,8.0,25.0,0.32,8,25,0,1.0,0.0,0,1,0,0,0.0,0,2.0,0.0,8.0,23.0,0.34782608695652173,0,1.0,0.0,0,0,0.0,0,0,0.0
27,8.0,27.0,0.2962962962962963,8,27,8.0,25.0,0.32,8,25,0,2.0,0.0,0,2,0,0,0.0,0,2.0,0.0,8.0,23.0,0.34782608695652173,0,2.0,0.0,0,0,0.0,0,0,0.0
28,8.0,28.0,0.2857142857142857,8,28,8.0,26.0,0.3076923076923077,8,26,0,2.0,0.0,0,2,0,0,0.0,0,2.0,0.0,8.0,24.0,0.3333333333333333,0,2.0,0.0,0,0,0.0,0,0,0.0
29,8.0,29.0,0.27586206896551724,8,29,8.0,27.0,0.2962962962962963,8,27,0,2.0,0.0,0,2,0,0,0.0,0,2.0,0.0,8.0,25.0,0.32,0,2.0,0.0,0,0,0.0,0,0,0.0
30,8.0,30.0,0.26666666666666666,8,30,8.0,28.0,0.2857142857142857,8,28,0,2.0,0.0,0,2,0,0,0.0,0,2.0,0.0,8.0,26.0,0.3076923076923077,0,2.0,0.0,0,0,0.0,0,0,0.0
31,8.0,31.0,0.25806451612903225,8,31,8.0,29.0,0.27586206896551724,8,29,0,2.0,0.0,0,2,0,0,0.0,0,2.0,0.0,8.0,27.0,0.2962962962962963,0,2.0,0.0,0,0,0.0,0,0,0.0
32,9.0,32.0,0.28125,9,32,9.0,30.0,0.3,9,30,0,2.0,0.0,0,2,0,0,0.0,1.0,3.0,0.3333333333333333,8.0,27.0,0.2962962962962963,0,2.0,0.0,0,0,0.0,0,0,0.0
33,9.0,33.0,0.2727272727272727,9,33,9.0,31.0,0.2903225806451613,9,31,0,2.0,0.0,0,2,0,0,0.0,1.0,3.0,0.3333333333333333,8.0,28.0,0.2857142857142857,0,2.0,0.0,0,0,0.0,0,0,0.0
34,10.0,34.0,0.29411764705882354,10,34,10.0,32.0,0.3125,10,32,0,2.0,0.0,0,2,0,0,0.0,1.0,3.0,0.3333333333333333,9.0,29.0,0.3103448275862069,0,2.0,0.0,0,0,0.0,0,0,0.0
35,10.0,35.0,0.2857142857142857,10,35,10.0,33.0,0.30303030303030304,10,33,0,2.0,0.0,0,2,0,0,0.0,1.0,4.0,0.25,9.0,29.0,0.3103448275862069,0,2.0,0.0,0,0,0.0,0,0,0.0
36,10.0,36.0,0.2777777777777778,10,36,10.0,34.0,0.29411764705882354,10,34,0,2.0,0.0,0,2,0,0,0.0,1.0,4.0,0.25,9.0,30.0,0.3,0,2.0,0.0,0,0,0.0,0,0,0.0
37,10.0,37.0,0.2702702702702703,10,37,10.0,35.0,0.2857142857142857,10,35,0,2.0,0.0,0,2,0,0,0.0,1.0,4.0,0.25,9.0,31.0,0.2903225806451613,0,2.0,0.0,0,0,0.0,0,0,0.0
38,10.0,38.0,0.2631578947368421,10,38,10.0,36.0,0.2777777777777778,10,36,0,2.0,0.0,0,2,0,0,0.0,1.0,4.0,0.25,9.0,32.0,0.28125,0,2.0,0.0,0,0,0.0,0,0,0.0
39,11.0,39.0,0.28205128205128205,11,39,11.0,37.0,0.2972972972972973,11,37,0,2.0,0.0,0,2,0,0,0.0,1.0,4.0,0.25,10.0,33.0,0.30303030303030304,0,2.0,0.0,0,0,0.0,0,0,0.0
40,11.0,40.0,0.275,11,40,11.0,37.0,0.2972972972972973,11,37,0,3.0,0.0,0,3,0,0,0.0,1.0,4.0,0.25,10.0,33.0,0.30303030303030304,0,3.0,0.0,0,0,0.0,0,0,0.0
41,11.0,41.0,0.2682926829268293,11,41,11.0,38.0,0.2894736842105263,11,38,0,3.0,0.0,0,3,0,0,0.0,1.0,4.0,0.25,10.0,34.0,0.29411764705882354,0,3.0,0.0,0,0,0.0,0,0,0.0
42,12.0,42.0,0.2857142857142857,12,42,12.0,39.0,0.3076923076923077,12,39,0,3.0,0.0,0,3,0,0,0.0,1.0,4.0,0.25,11.0,35.0,0.3142857142857143,0,3.0,0.0,0,0,0.0,0,0,0.0
43,12.0,43.0,0.27906976744186046,12,43,12.0,40.0,0.3,12,40,0,3.0,0.0,0,3,0,0,0.0,1.0,5.0,0.2,11.0,35.0,0.3142857142857143,0,3.0,0.0,0,0,0.0,0,0,0.0
44,13.0,44.0,0.29545454545454547,13,44,13.0,41.0,0.3170731707317073,13,41,0,3.0,0.0,0,3,0,0,0.0,2.0,6.0,0.3333333333333333,11.0,35.0,0.3142857142857143,0,3.0,0.0,0,0,0.0,0,0,0.0
45,13.0,45.0,0.28888888888888886,13,45,13.0,42.0,0.30952380952380953,13,42,0,3.0,0.0,0,3,0,0,0.0,2.0,6.0,0.3333333333333333,11.0,36.0,0.3055555555555556,0,3.0,0.0,0,0,0.0,0,0,0.0
46,14.0,46.0,0.30434782608695654,14,46,14.0,43.0,0.32558139534883723,14,43,0,3.0,0.0,0,3,0,0,0.0,3.0,7.0,0.42857142857142855,11.0,36.0,0.3055555555555556,0,3.0,0.0,0,0,0.0,0,0,0.0
47,13.0,47.0,0.2765957446808511,13,47,13.0,44.0,0.29545454545454547,13,44,0,3.0,0.0,0,3,0,0,0.0,2.0,8.0,0.25,11.0,36.0,0.3055555555555556,0,3.0,0.0,0,0,0.0,0,0,0.0
