step,overall_complete_weight,overall_active_weight,overall_progress,overall_complete_leaf_count,overall_active_leaf_count,coding_complete_weight,coding_active_weight,coding_progress,coding_complete_leaf_count,coding_active_leaf_count,excluded_complete_weight,excluded_active_weight,excluded_progress,excluded_complete_leaf_count,excluded_active_leaf_count,product_complete_weight,product_active_weight,product_progress,validation_complete_weight,validation_active_weight,validation_progress,investigation_complete_weight,investigation_active_weight,investigation_progress,environment_complete_weight,environment_active_weight,environment_progress,artifact_complete_weight,artifact_active_weight,artifact_progress,documentation_complete_weight,documentation_active_weight,documentation_progress
12,4.0,12.0,0.3333333333333333,4,12,4.0,12.0,0.3333333333333333,4,12,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,4.0,10.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0
13,4.0,13.0,0.3076923076923077,4,13,4.0,13.0,0.3076923076923077,4,13,0,0,0.0,0,0,0,0,0.0,0,2.0,0.0,4.0,11.0,0.36363636363636365,0,0,0.0,0,0,0.0,0,0,0.0
14,4.0,14.0,0.2857142857142857,4,14,4.0,14.0,0.2857142857142857,4,14,0,0,0.0,0,0,0,0,0.0,0,3.0,0.0,4.0,11.0,0.36363636363636365,0,0,0.0,0,0,0.0,0,0,0.0
15,5.0,15.0,0.3333333333333333,5,15,5.0,15.0,0.3333333333333333,5,15,0,0,0.0,0,0,0,0,0.0,0,3.0,0.0,5.0,12.0,0.4166666666666667,0,0,0.0,0,0,0.0,0,0,0.0
16,5.0,16.0,0.3125,5,16,5.0,16.0,0.3125,5,16,0,0,0.0,0,0,0,0,0.0,0,4.0,0.0,5.0,12.0,0.4166666666666667,0,0,0.0,0,0,0.0,0,0,0.0
17,6.0,17.0,0.35294117647058826,6,17,6.0,17.0,0.35294117647058826,6,17,0,0,0.0,0,0,0,0,0.0,0,4.0,0.0,6.0,13.0,0.46153846153846156,0,0,0.0,0,0,0.0,0,0,0.0
18,6.0,18.0,0.3333333333333333,6,18,6.0,18.0,0.3333333333333333,6,18,0,0,0.0,0,0,0,0,0.0,0,4.0,0.0,6.0,14.0,0.42857142857142855,0,0,0.0,0,0,0.0,0,0,0.0
19,7.0,19.0,0.3684210526315789,7,19,7.0,19.0,0.3684210526315789,7,19,0,0,0.0,0,0,0,0,0.0,0,4.0,0.0,7.0,15.0,0.4666666666666667,0,0,0.0,0,0,0.0,0,0,0.0
20,7.0,20.0,0.35,7,20,7.0,20.0,0.35,7,20,0,0,0.0,0,0,0,0,0.0,0,4.0,0.0,7.0,16.0,0.4375,0,0,0.0,0,0,0.0,0,0,0.0
21,8.0,21.0,0.38095238095238093,8,21,8.0,21.0,0.38095238095238093,8,21,0,0,0.0,0,0,0,0,0.0,0,4.0,0.0,8.0,17.0,0.47058823529411764,0,0,0.0,0,0,0.0,0,0,0.0
22,8.0,22.0,0.36363636363636365,8,22,8.0,22.0,0.36363636363636365,8,22,0,0,0.0,0,0,0,0,0.0,0,4.0,0.0,8.0,18.0,0.4444444444444444,0,0,0.0,0,0,0.0,0,0,0.0
23,9.0,23.0,0.391304347826087,9,23,9.0,23.0,0.391304347826087,9,23,0,0,0.0,0,0,0,0,0.0,0,4.0,0.0,9.0,19.0,0.47368421052631576,0,0,0.0,0,0,0.0,0,0,0.0
24,9.0,24.0,0.375,9,24,9.0,23.0,0.391304347826087,9,23,0,1.0,0.0,0,1,0,0,0.0,0,4.0,0.0,9.0,19.0,0.47368421052631576,0,1.0,0.0,0,0,0.0,0,0,0.0
25,9.0,25.0,0.36,9,25,9.0,23.0,0.391304347826087,9,23,0,2.0,0.0,0,2,0,0,0.0,0,4.0,0.0,9.0,19.0,0.47368421052631576,0,2.0,0.0,0,0,0.0,0,0,0.0
26,9.0,26.0,0.34615384615384615,9,26,9.0,24.0,0.375,9,24,0,2.0,0.0,0,2,0,0,0.0,0,5.0,0.0,9.0,19.0,0.47368421052631576,0,2.0,0.0,0,0,0.0,0,0,0.0
27,9.0,27.0,0.3333333333333333,9,27,9.0,24.0,0.375,9,24,0,3.0,0.0,0,3,0,0,0.0,0,5.0,0.0,9.0,19.0,0.47368421052631576,0,3.0,0.0,0,0,0.0,0,0,0.0
28,9.0,28.0,0.32142857142857145,9,28,9.0,24.0,0.375,9,24,0,4.0,0.0,0,4,0,0,0.0,0,5.0,0.0,9.0,19.0,0.47368421052631576,0,4.0,0.0,0,0,0.0,0,0,0.0
29,9.0,29.0,0.3103448275862069,9,29,9.0,24.0,0.375,9,24,0,5.0,0.0,0,5,0,0,0.0,0,5.0,0.0,9.0,19.0,0.47368421052631576,0,5.0,0.0,0,0,0.0,0,0,0.0
30,9.0,30.0,0.3,9,30,9.0,25.0,0.36,9,25,0,5.0,0.0,0,5,0,0,0.0,0,5.0,0.0,9.0,20.0,0.45,0,5.0,0.0,0,0,0.0,0,0,0.0
31,10.0,31.0,0.3225806451612903,10,31,10.0,26.0,0.38461538461538464,10,26,0,5.0,0.0,0,5,0,0,0.0,0,5.0,0.0,10.0,21.0,0.47619047619047616,0,5.0,0.0,0,0,0.0,0,0,0.0
32,10.0,32.0,0.3125,10,32,10.0,27.0,0.37037037037037035,10,27,0,5.0,0.0,0,5,0,0,0.0,0,6.0,0.0,10.0,21.0,0.47619047619047616,0,5.0,0.0,0,0,0.0,0,0,0.0
33,10.0,33.0,0.30303030303030304,10,33,10.0,28.0,0.35714285714285715,10,28,0,5.0,0.0,0,5,0,0,0.0,0,6.0,0.0,10.0,22.0,0.45454545454545453,0,5.0,0.0,0,0,0.0,0,0,0.0
34,10.0,34.0,0.29411764705882354,10,34,10.0,29.0,0.3448275862068966,10,29,0,5.0,0.0,0,5,0,0,0.0,0,6.0,0.0,10.0,23.0,0.43478260869565216,0,5.0,0.0,0,0,0.0,0,0,0.0
35,10.0,35.0,0.2857142857142857,10,35,10.0,30.0,0.3333333333333333,10,30,0,5.0,0.0,0,5,0,0,0.0,0,6.0,0.0,10.0,24.0,0.4166666666666667,0,5.0,0.0,0,0,0.0,0,0,0.0
36,11.0,36.0,0.3055555555555556,11,36,11.0,31.0,0.3548387096774194,11,31,0,5.0,0.0,0,5,0,0,0.0,0,6.0,0.0,11.0,25.0,0.44,0,5.0,0.0,0,0,0.0,0,0,0.0
37,11.0,37.0,0.2972972972972973,11,37,11.0,31.0,0.3548387096774194,11,31,0,6.0,0.0,0,6,0,0,0.0,0,6.0,0.0,11.0,25.0,0.44,0,6.0,0.0,0,0,0.0,0,0,0.0
38,11.0,38.0,0.2894736842105263,11,38,11.0,31.0,0.3548387096774194,11,31,0,7.0,0.0,0,7,0,0,0.0,0,6.0,0.0,11.0,25.0,0.44,0,7.0,0.0,0,0,0.0,0,0,0.0
39,11.0,39.0,0.28205128205128205,11,39,11.0,31.0,0.3548387096774194,11,31,0,8.0,0.0,0,8,0,0,0.0,0,6.0,0.0,11.0,25.0,0.44,0,8.0,0.0,0,0,0.0,0,0,0.0
40,10.0,40.0,0.25,10,40,10.0,32.0,0.3125,10,32,0,8.0,0.0,0,8,0,0,0.0,0,7.0,0.0,10.0,25.0,0.4,0,8.0,0.0,0,0,0.0,0,0,0.0
