trace_key,source,exit_status,first_stuck_step,total_turns,stuck_progress,continued_turns
swe-agent:000586:iterative__dvc-6303,swe-agent,submitted,10,31,0.3225806451612903,21
swe-agent:000589:iterative__dvc-7205,swe-agent,submitted,38,41,0.926829268292683,3
swe-agent:000590:iterative__dvc-7205,swe-agent,submitted (exit_context),64,131,0.48854961832061067,67
swe-agent:000591:iterative__dvc-7205,swe-agent,submitted,18,29,0.6206896551724138,11
swe-agent:000592:iterative__dvc-7205,swe-agent,submitted (exit_context),42,123,0.34146341463414637,81
swe-agent:000593:iterative__dvc-7205,swe-agent,submitted,22,33,0.6666666666666666,11
swe-agent:000595:iterative__dvc-7205,swe-agent,submitted (exit_context),68,111,0.6126126126126126,43
swe-agent:000596:iterative__dvc-7205,swe-agent,submitted,30,41,0.7317073170731707,11
swe-agent:000598:iterative__dvc-7205,swe-agent,submitted (exit_context),52,63,0.8253968253968254,11
swe-agent:000599:iterative__dvc-7205,swe-agent,early_exit,56,293,0.19112627986348124,237
swe-agent:000602:iterative__dvc-7205,swe-agent,exit_context,14,17,0.8235294117647058,3
swe-agent:000603:iterative__dvc-7205,swe-agent,submitted (exit_context),44,123,0.35772357723577236,79
swe-agent:000604:iterative__dvc-7205,swe-agent,submitted (exit_context),56,89,0.6292134831460674,33
swe-agent:000623:just-work__fffw-100,swe-agent,submitted (exit_context),34,69,0.4927536231884058,35
swe-agent:000633:just-work__fffw-100,swe-agent,submitted,18,67,0.26865671641791045,49
swe-agent:000668:matchms__matchms-187,swe-agent,submitted (exit_context),20,79,0.25316455696202533,59
swe-agent:000674:matchms__matchms-187,swe-agent,submitted (exit_context),82,275,0.29818181818181816,193
swe-agent:000705:networkx__networkx-7024,swe-agent,submitted (exit_context),22,107,0.205607476635514,85
swe-agent:000711:networkx__networkx-7024,swe-agent,submitted (exit_context),22,91,0.24175824175824176,69
swe-agent:000727:networkx__networkx-7024,swe-agent,submitted (exit_context),18,85,0.21176470588235294,67
swe-agent:000736:networkx__networkx-7024,swe-agent,submitted (exit_context),26,89,0.29213483146067415,63
swe-agent:000740:networkx__networkx-7024,swe-agent,submitted (exit_context),34,55,0.6181818181818182,21
swe-agent:000747:networkx__networkx-7024,swe-agent,submitted (exit_context),38,91,0.4175824175824176,53
swe-agent:000766:networkx__networkx-7024,swe-agent,submitted,18,25,0.72,7
swe-agent:000780:networkx__networkx-7024,swe-agent,submitted (exit_context),44,101,0.43564356435643564,57
swe-agent:000795:nipy__nipype-2597,swe-agent,submitted (exit_context),32,47,0.6808510638297872,15
swe-agent:000804:nose-devs__nose2-472,swe-agent,submitted (exit_context),32,63,0.5079365079365079,31
swe-agent:000811:nose-devs__nose2-472,swe-agent,submitted (exit_context),48,49,0.9795918367346939,1
swe-agent:000812:nose-devs__nose2-472,swe-agent,submitted (exit_context),46,91,0.5054945054945055,45
swe-agent:000823:omni-us__jsonargparse-176,swe-agent,submitted (exit_context),60,63,0.9523809523809523,3
swe-agent:000827:omni-us__jsonargparse-176,swe-agent,submitted,22,65,0.3384615384615385,43
swe-agent:000838:omni-us__jsonargparse-176,swe-agent,submitted (exit_context),30,55,0.5454545454545454,25
swe-agent:000855:peterbe__premailer-218,swe-agent,exit_context,12,55,0.21818181818181817,43
swe-agent:000868:peterbe__premailer-218,swe-agent,submitted (exit_context),22,97,0.2268041237113402,75
swe-agent:000869:peterbe__premailer-218,swe-agent,submitted (exit_context),22,95,0.23157894736842105,73
swe-agent:000871:peterbe__premailer-218,swe-agent,submitted (exit_context),28,69,0.4057971014492754,41
swe-agent:000875:peterbe__premailer-218,swe-agent,submitted,10,15,0.6666666666666666,5
swe-agent:000877:peterbe__premailer-218,swe-agent,exit_context,24,67,0.3582089552238806,43
swe-agent:000884:peterbe__premailer-218,swe-agent,submitted,28,41,0.6829268292682927,13
swe-agent:000893:peterbe__premailer-218,swe-agent,exit_context,12,51,0.23529411764705882,39
swe-agent:000897:peterbe__premailer-218,swe-agent,submitted (exit_context),50,83,0.6024096385542169,33
swe-agent:000906:planetlabs__planet-client-python-621,swe-agent,submitted (exit_context),42,55,0.7636363636363637,13
swe-agent:000915:planetlabs__planet-client-python-621,swe-agent,submitted (exit_context),22,93,0.23655913978494625,71
swe-agent:000917:planetlabs__planet-client-python-621,swe-agent,exit_context,26,313,0.08306709265175719,287
swe-agent:000924:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),44,75,0.5866666666666667,31
swe-agent:000925:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),74,81,0.9135802469135802,7
swe-agent:000927:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),44,61,0.7213114754098361,17
swe-agent:000935:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),72,89,0.8089887640449438,17
swe-agent:000944:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),52,149,0.348993288590604,97
swe-agent:000949:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),28,67,0.417910447761194,39
swe-agent:000953:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),38,63,0.6031746031746031,25
swe-agent:000956:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),26,79,0.3291139240506329,53
swe-agent:000957:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),40,57,0.7017543859649122,17
swe-agent:000964:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),18,97,0.18556701030927836,79
swe-agent:000974:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),56,129,0.43410852713178294,73
swe-agent:000976:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),52,109,0.47706422018348627,57
swe-agent:000981:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),42,65,0.6461538461538462,23
swe-agent:000983:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),40,125,0.32,85
swe-agent:000986:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),38,169,0.22485207100591717,131
swe-agent:000989:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),26,169,0.15384615384615385,143
swe-agent:001001:ppizarror__pygame-menu-357,swe-agent,submitted (exit_context),46,73,0.6301369863013698,27
swe-agent:001010:pvlib__pvlib-python-1296,swe-agent,submitted (exit_context),70,77,0.9090909090909091,7
swe-agent:001022:pydantic__pydantic-1989,swe-agent,submitted,30,47,0.6382978723404256,17
swe-agent:001051:pydantic__pydantic-4350,swe-agent,submitted (exit_context),26,47,0.5531914893617021,21
swe-agent:001053:pydantic__pydantic-4350,swe-agent,exit_context,50,251,0.199203187250996,201
swe-agent:001076:pydantic__pydantic-4350,swe-agent,submitted,8,19,0.42105263157894735,11
swe-agent:001077:pydicom__pydicom-1555,swe-agent,submitted,98,107,0.9158878504672897,9
swe-agent:001108:python-visualization__folium-1633,swe-agent,submitted (exit_context),32,51,0.6274509803921569,19
swe-agent:001127:reata__sqllineage-17,swe-agent,submitted (exit_context),24,81,0.2962962962962963,57
swe-agent:001139:reata__sqllineage-17,swe-agent,submitted (exit_context),30,43,0.6976744186046512,13
swe-agent:001141:reata__sqllineage-17,swe-agent,submitted (exit_context),46,75,0.6133333333333333,29
swe-agent:001144:reata__sqllineage-17,swe-agent,exit_context,28,53,0.5283018867924528,25
swe-agent:001158:reata__sqllineage-17,swe-agent,submitted (exit_context),20,47,0.425531914893617,27
swe-agent:001163:reata__sqllineage-17,swe-agent,submitted (exit_context),48,73,0.6575342465753424,25
swe-agent:001166:reata__sqllineage-17,swe-agent,exit_context,16,69,0.2318840579710145,53
swe-agent:001167:reata__sqllineage-17,swe-agent,submitted (exit_context),26,41,0.6341463414634146,15
swe-agent:001175:reata__sqllineage-17,swe-agent,submitted (exit_context),34,41,0.8292682926829268,7
swe-agent:001178:reata__sqllineage-17,swe-agent,submitted (exit_context),26,65,0.4,39
swe-agent:001179:reata__sqllineage-17,swe-agent,submitted (exit_context),68,103,0.6601941747572816,35
swe-agent:001182:reata__sqllineage-17,swe-agent,submitted,48,67,0.7164179104477612,19
swe-agent:001183:reata__sqllineage-17,swe-agent,submitted (exit_context),38,55,0.6909090909090909,17
swe-agent:001185:reata__sqllineage-17,swe-agent,submitted (exit_context),36,61,0.5901639344262295,25
swe-agent:001196:robotpy__robotpy-cppheaderparser-28,swe-agent,submitted (exit_context),46,53,0.8679245283018868,7
swe-agent:001200:robotpy__robotpy-cppheaderparser-28,swe-agent,submitted (exit_context),32,295,0.10847457627118644,263
swe-agent:001220:scikit-hep__cabinetry-396,swe-agent,submitted,20,21,0.9523809523809523,1
swe-agent:001226:scikit-hep__cabinetry-396,swe-agent,submitted,18,39,0.46153846153846156,21
swe-agent:001240:scikit-hep__cabinetry-396,swe-agent,submitted (exit_context),44,107,0.411214953271028,63
swe-agent:001255:scikit-hep__cabinetry-396,swe-agent,submitted,20,29,0.6896551724137931,9
swe-agent:001267:scrapy__itemadapter-18,swe-agent,submitted,14,17,0.8235294117647058,3
swe-agent:001269:scrapy__itemadapter-18,swe-agent,submitted (exit_context),12,43,0.27906976744186046,31
swe-agent:001277:serge-sans-paille__beniget-70,swe-agent,submitted (exit_context),34,61,0.5573770491803278,27
swe-agent:001288:serge-sans-paille__gast-59,swe-agent,submitted,52,53,0.9811320754716981,1
swe-agent:001289:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),42,81,0.5185185185185185,39
swe-agent:001291:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),150,261,0.5747126436781609,111
swe-agent:001294:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),36,59,0.6101694915254238,23
swe-agent:001297:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),62,99,0.6262626262626263,37
swe-agent:001298:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),58,91,0.6373626373626373,33
swe-agent:001300:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),60,101,0.594059405940594,41
swe-agent:001302:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),48,69,0.6956521739130435,21
swe-agent:001308:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),30,97,0.30927835051546393,67
swe-agent:001309:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),74,75,0.9866666666666667,1
swe-agent:001313:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),38,113,0.336283185840708,75
swe-agent:001316:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),42,91,0.46153846153846156,49
swe-agent:001317:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),16,63,0.25396825396825395,47
swe-agent:001326:serge-sans-paille__gast-59,swe-agent,submitted,38,69,0.5507246376811594,31
swe-agent:001327:serge-sans-paille__gast-59,swe-agent,submitted (exit_context),54,77,0.7012987012987013,23
swe-agent:001331:sqlfluff__sqlfluff-3354,swe-agent,early_exit,28,187,0.1497326203208556,159
swe-agent:001332:sqlfluff__sqlfluff-3354,swe-agent,submitted (exit_context),58,113,0.5132743362831859,55
swe-agent:001346:tobymao__sqlglot-2582,swe-agent,submitted (exit_context),68,73,0.9315068493150684,5
swe-agent:001347:tobymao__sqlglot-2582,swe-agent,submitted (exit_context),88,107,0.822429906542056,19
swe-agent:001350:tobymao__sqlglot-2582,swe-agent,submitted (exit_context),48,125,0.384,77
swe-agent:001372:tobymao__sqlglot-2591,swe-agent,submitted,16,91,0.17582417582417584,75
swe-agent:001385:DCC-Lab__RayTracing-196,swe-agent,exit_context,16,83,0.1927710843373494,67
swe-agent:001386:DCC-Lab__RayTracing-196,swe-agent,submitted (exit_context),20,95,0.21052631578947367,75
swe-agent:001387:DCC-Lab__RayTracing-196,swe-agent,exit_context,20,93,0.21505376344086022,73
swe-agent:001388:DCC-Lab__RayTracing-196,swe-agent,submitted,22,45,0.4888888888888889,23
swe-agent:001389:DCC-Lab__RayTracing-196,swe-agent,submitted (exit_context),16,73,0.2191780821917808,57
swe-agent:001390:DCC-Lab__RayTracing-196,swe-agent,submitted (exit_context),16,97,0.16494845360824742,81
swe-agent:001391:DCC-Lab__RayTracing-196,swe-agent,exit_context,22,73,0.3013698630136986,51
swe-agent:001392:DCC-Lab__RayTracing-196,swe-agent,submitted,14,31,0.45161290322580644,17
swe-agent:001395:DCC-Lab__RayTracing-196,swe-agent,submitted (exit_context),22,83,0.26506024096385544,61
swe-agent:001397:DCC-Lab__RayTracing-196,swe-agent,early_exit,26,57,0.45614035087719296,31
swe-agent:001398:DCC-Lab__RayTracing-196,swe-agent,exit_context,18,63,0.2857142857142857,45
swe-agent:001407:J-CPelletier__webcomix-7,swe-agent,submitted (exit_context),56,93,0.6021505376344086,37
swe-agent:001409:J-CPelletier__webcomix-7,swe-agent,exit_context,28,265,0.10566037735849057,237
swe-agent:001410:J-CPelletier__webcomix-7,swe-agent,submitted (exit_context),46,101,0.45544554455445546,55
swe-agent:001428:PyCQA__pyflakes-729,swe-agent,submitted (exit_context),36,63,0.5714285714285714,27
swe-agent:001441:Shoobx__mypy-zope-88,swe-agent,submitted_no_patch,44,109,0.4036697247706422,65
swe-agent:001449:ameily__cincoconfig-40,swe-agent,submitted (exit_context),20,47,0.425531914893617,27
swe-agent:001464:andialbrecht__sqlparse-445,swe-agent,submitted (exit_context),52,71,0.7323943661971831,19
swe-agent:001470:andialbrecht__sqlparse-445,swe-agent,submitted (exit_context),26,59,0.4406779661016949,33
swe-agent:001477:andialbrecht__sqlparse-445,swe-agent,submitted (exit_context),48,61,0.7868852459016393,13
swe-agent:001484:andialbrecht__sqlparse-445,swe-agent,submitted (exit_context),52,75,0.6933333333333334,23
swe-agent:001485:andialbrecht__sqlparse-445,swe-agent,submitted (exit_context),42,61,0.6885245901639344,19
swe-agent:001491:andialbrecht__sqlparse-445,swe-agent,submitted (exit_context),38,63,0.6031746031746031,25
swe-agent:001509:andialbrecht__sqlparse-445,swe-agent,submitted (exit_context),20,213,0.09389671361502347,193
swe-agent:001519:asottile__pyupgrade-208,swe-agent,submitted (exit_context),30,55,0.5454545454545454,25
swe-agent:001552:asottile__pyupgrade-208,swe-agent,submitted (exit_context),68,79,0.8607594936708861,11
swe-agent:001554:asottile__pyupgrade-208,swe-agent,submitted (exit_context),70,73,0.958904109589041,3
swe-agent:001584:astarte-platform__astarte-device-sdk-python-98,swe-agent,submitted (exit_context),68,85,0.8,17
swe-agent:001619:astarte-platform__astarte-device-sdk-python-98,swe-agent,submitted (exit_context),48,139,0.34532374100719426,91
swe-agent:001631:auth0__auth0-python-500,swe-agent,submitted (exit_context),38,71,0.5352112676056338,33
swe-agent:001638:auth0__auth0-python-500,swe-agent,submitted (exit_context),36,47,0.7659574468085106,11
swe-agent:001685:cookiecutter__cookiecutter-839,swe-agent,exit_context,30,67,0.44776119402985076,37
swe-agent:001688:cookiecutter__cookiecutter-839,swe-agent,submitted (exit_context),130,213,0.6103286384976526,83
swe-agent:001702:dandi__dandi-cli-59,swe-agent,submitted (exit_context),54,97,0.5567010309278351,43
swe-agent:001722:datosgobar__pydatajson-212,swe-agent,submitted (exit_context),66,87,0.7586206896551724,21
swe-agent:001726:docker__docker-py-822,swe-agent,submitted,42,43,0.9767441860465116,1
swe-agent:001744:eEcoLiDAR__laserchicken-135,swe-agent,submitted (exit_context),20,101,0.19801980198019803,81
swe-agent:001761:ebroecker__canmatrix-470,swe-agent,submitted,48,59,0.8135593220338984,11
swe-agent:001774:facelessuser__pymdown-extensions-2039,swe-agent,submitted,10,41,0.24390243902439024,31
swe-agent:001784:facelessuser__pymdown-extensions-2039,swe-agent,submitted,10,43,0.23255813953488372,33
swe-agent:001785:facelessuser__pymdown-extensions-2039,swe-agent,submitted,18,25,0.72,7
swe-agent:001791:facelessuser__pymdown-extensions-2039,swe-agent,submitted (exit_context),10,77,0.12987012987012986,67
swe-agent:001795:facelessuser__pymdown-extensions-2039,swe-agent,submitted,12,37,0.32432432432432434,25
swe-agent:001799:facelessuser__pymdown-extensions-2039,swe-agent,submitted,10,19,0.5263157894736842,9
swe-agent:001802:facelessuser__pymdown-extensions-2039,swe-agent,submitted,10,23,0.43478260869565216,13
swe-agent:001803:facelessuser__pymdown-extensions-2039,swe-agent,submitted (exit_context),28,65,0.4307692307692308,37
swe-agent:001826:fair-workflows__nanopub-140,swe-agent,submitted (exit_context),48,59,0.8135593220338984,11
swe-agent:001831:fair-workflows__nanopub-140,swe-agent,submitted,16,21,0.7619047619047619,5
swe-agent:001876:fatiando__pooch-171,swe-agent,submitted,32,95,0.3368421052631579,63
swe-agent:001886:fatiando__pooch-171,swe-agent,submitted (exit_context),20,29,0.6896551724137931,9
swe-agent:001893:fatiando__pooch-171,swe-agent,exit_context,14,521,0.026871401151631478,507
swe-agent:001920:googleapis__python-api-core-546,swe-agent,submitted (exit_context),30,35,0.8571428571428571,5
swe-agent:001921:googleapis__python-api-core-546,swe-agent,submitted,34,45,0.7555555555555555,11
swe-agent:001964:iterative__dvc-2424,swe-agent,submitted,32,37,0.8648648648648649,5
swe-agent:001967:iterative__dvc-2424,swe-agent,submitted (exit_context),38,75,0.5066666666666667,37
swe-agent:001975:iterative__dvc-2424,swe-agent,submitted (exit_context),32,107,0.29906542056074764,75
swe-agent:001976:iterative__dvc-2424,swe-agent,submitted (exit_context),74,105,0.7047619047619048,31
swe-agent:001982:iterative__dvc-3349,swe-agent,submitted (exit_context),78,85,0.9176470588235294,7
swe-agent:001990:iterative__dvc-3349,swe-agent,submitted (exit_context),28,99,0.2828282828282828,71
swe-agent:001994:iterative__dvc-3349,swe-agent,submitted (exit_context),14,665,0.021052631578947368,651
swe-agent:001995:iterative__dvc-3349,swe-agent,early_exit,14,223,0.06278026905829596,209
swe-agent:001996:iterative__dvc-3349,swe-agent,early_exit,20,33,0.6060606060606061,13
swe-agent:002001:iterative__dvc-3534,swe-agent,submitted (exit_context),28,113,0.24778761061946902,85
swe-agent:002013:iterative__dvc-3726,swe-agent,submitted (exit_context),94,99,0.9494949494949495,5
swe-agent:002015:iterative__dvc-3726,swe-agent,submitted (exit_context),14,79,0.17721518987341772,65
swe-agent:002016:iterative__dvc-3726,swe-agent,submitted (exit_context),46,53,0.8679245283018868,7
swe-agent:002017:iterative__dvc-3726,swe-agent,submitted (exit_context),88,103,0.8543689320388349,15
swe-agent:002018:iterative__dvc-3726,swe-agent,submitted (exit_context),22,75,0.29333333333333333,53
swe-agent:002020:iterative__dvc-3726,swe-agent,submitted (exit_context),34,35,0.9714285714285714,1
swe-agent:002027:iterative__dvc-3726,swe-agent,submitted,38,65,0.5846153846153846,27
swe-agent:002028:iterative__dvc-3726,swe-agent,submitted (exit_context),22,51,0.43137254901960786,29
swe-agent:002033:iterative__dvc-8129,swe-agent,submitted (exit_context),28,93,0.3010752688172043,65
swe-agent:002037:iterative__dvc-8129,swe-agent,submitted (exit_context),24,83,0.2891566265060241,59
swe-agent:002039:iterative__dvc-8129,swe-agent,submitted,16,67,0.23880597014925373,51
swe-agent:002040:iterative__dvc-8129,swe-agent,exit_context,42,111,0.3783783783783784,69
swe-agent:002041:iterative__dvc-8129,swe-agent,submitted,10,39,0.2564102564102564,29
swe-agent:002047:iterative__dvc-8425,swe-agent,submitted (exit_context),80,107,0.7476635514018691,27
swe-agent:002066:iterative__dvc-9212,swe-agent,submitted (exit_context),38,139,0.2733812949640288,101
swe-agent:002067:iterative__dvc-9212,swe-agent,submitted (exit_context),40,113,0.35398230088495575,73
swe-agent:002069:iterative__dvc-9212,swe-agent,submitted (exit_context),30,139,0.2158273381294964,109
swe-agent:002072:iterative__dvc-9212,swe-agent,submitted (exit_context),40,73,0.547945205479452,33
swe-agent:002075:iterative__dvc-9212,swe-agent,exit_context,16,565,0.02831858407079646,549
swe-agent:002076:iterative__dvc-9212,swe-agent,submitted,54,113,0.4778761061946903,59
swe-agent:002090:joke2k__faker-828,swe-agent,submitted,28,45,0.6222222222222222,17
swe-agent:002104:joke2k__faker-828,swe-agent,submitted,30,73,0.410958904109589,43
swe-agent:002110:joke2k__faker-828,swe-agent,exit_context,24,65,0.36923076923076925,41
swe-agent:002222:package-url__packageurl-python-29,swe-agent,submitted (exit_context),36,93,0.3870967741935484,57
swe-agent:002243:package-url__packageurl-python-29,swe-agent,submitted (exit_context),96,97,0.9896907216494846,1
swe-agent:002250:package-url__packageurl-python-29,swe-agent,submitted,16,59,0.2711864406779661,43
swe-agent:002251:pimutils__khal-495,swe-agent,exit_context,44,49,0.8979591836734694,5
swe-agent:002273:pydantic__pydantic-2167,swe-agent,submitted (exit_context),76,107,0.7102803738317757,31
swe-agent:002274:pydantic__pydantic-2167,swe-agent,submitted,38,39,0.9743589743589743,1
swe-agent:002280:pydantic__pydantic-2167,swe-agent,submitted (exit_context),26,35,0.7428571428571429,9
swe-agent:002285:pydantic__pydantic-2167,swe-agent,submitted (exit_context),30,85,0.35294117647058826,55
swe-agent:002295:pydantic__pydantic-2167,swe-agent,submitted (exit_context),58,63,0.9206349206349206,5
swe-agent:002305:pylint-dev__astroid-1092,swe-agent,early_exit,34,185,0.1837837837837838,151
swe-agent:002309:pylint-dev__astroid-984,swe-agent,early_exit,42,193,0.21761658031088082,151
swe-agent:002340:rust-lang__highfive-249,swe-agent,submitted (exit_context),72,87,0.8275862068965517,15
swe-agent:002342:rust-lang__highfive-249,swe-agent,submitted (exit_context),26,67,0.3880597014925373,41
swe-agent:002346:rust-lang__highfive-249,swe-agent,submitted (exit_context),28,35,0.8,7
swe-agent:002349:rust-lang__highfive-249,swe-agent,submitted (exit_context),30,61,0.4918032786885246,31
swe-agent:002351:rust-lang__highfive-249,swe-agent,submitted (exit_context),44,67,0.6567164179104478,23
swe-agent:002355:rust-lang__highfive-249,swe-agent,submitted (exit_context),38,75,0.5066666666666667,37
swe-agent:002356:sqlfluff__sqlfluff-2625,swe-agent,submitted (exit_context),24,77,0.3116883116883117,53
swe-agent:002384:tempoCollaboration__OQuPy-74,swe-agent,submitted (exit_context),20,93,0.21505376344086022,73
swe-agent:002388:tempoCollaboration__OQuPy-74,swe-agent,submitted (exit_context),22,43,0.5116279069767442,21
swe-agent:002417:tobymao__sqlglot-3092,swe-agent,submitted (exit_context),12,375,0.032,363
swe-agent:002430:wireservice__agate-637,swe-agent,submitted (exit_context),76,131,0.5801526717557252,55
swe-agent:002434:wireservice__agate-637,swe-agent,early_exit,22,43,0.5116279069767442,21
swe-agent:002463:wireservice__agate-637,swe-agent,submitted,10,59,0.1694915254237288,49
swe-agent:002466:wireservice__agate-637,swe-agent,early_exit,16,21,0.7619047619047619,5
swe-agent:002510:NVIDIA__hpc-container-maker-221,swe-agent,submitted (exit_context),12,91,0.13186813186813187,79
swe-agent:002550:ResearchObject__runcrate-69,swe-agent,submitted (exit_context),26,47,0.5531914893617021,21
swe-agent:002556:ResearchObject__runcrate-69,swe-agent,submitted,68,69,0.9855072463768116,1
swe-agent:002589:adamchainz__ec2-metadata-350,swe-agent,submitted (exit_context),38,61,0.6229508196721312,23
