run_id,run_dir,run_status,final_success,eligible_for_l_gate,agent_workspace_retained,run_validation_passed,leakage_passed,leakage_hit_count,row_usable_for_claims,clean_repo_bytes,clean_repo_bytes_provenance,initial_workspace_bytes,initial_workspace_bytes_provenance,final_workspace_bytes,final_workspace_bytes_provenance,unchanged_initial_bytes,unchanged_initial_bytes_provenance,modified_file_bytes,modified_file_bytes_provenance,new_file_bytes,new_file_bytes_provenance,deleted_file_bytes,deleted_file_bytes_provenance,final_diff_bytes,final_diff_bytes_provenance,touched_file_bytes,touched_file_bytes_provenance,read_file_bytes,read_file_bytes_provenance,tool_output_bytes,tool_output_bytes_provenance,test_log_bytes,test_log_bytes_provenance,build_artifact_bytes,build_artifact_bytes_provenance,dependency_cache_bytes,dependency_cache_bytes_provenance,retrieved_document_bytes,retrieved_document_bytes_provenance,workspace_total_bytes,workspace_total_bytes_provenance,hidden_or_protected_bytes,hidden_or_protected_bytes_provenance,skipped_symlink_count,setup_command_count,lockfile_count,final_diff_semantics
adaptive-rejection-sampler__openai_gpt51_v2,runs/real_model_mini3/adaptive-rejection-sampler__openai_gpt51_v2,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,2647,trace_derived,4058,lower_bound_transcript_snippet_bytes,56440,measured,0,measured,0,measured,0,measured,8135,measured,0,measured,0,1,0,patch_file_bytes_not_touched_file_payload
attention-mil__openai_gpt51,runs/real_model_mini3/attention-mil__openai_gpt51,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,6895,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,6895,trace_derived,6006,lower_bound_transcript_snippet_bytes,30469,measured,0,measured,0,measured,0,measured,6895,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__openai_gpt51,runs/real_model_mini3/classifier-debug__openai_gpt51,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,11005,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,1,trace_derived_touched_file_upper_bound,0,missing_without_initial_workspace_manifest,0,measured,1,trace_derived,11005,trace_derived,14125,lower_bound_transcript_snippet_bytes,13395,measured,0,measured,0,measured,0,measured,11005,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__openai_gpt51,runs/real_model_mini3/nginx-request-logging__openai_gpt51,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,11,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,11,trace_derived,194,lower_bound_transcript_snippet_bytes,154388,measured,0,measured,0,measured,0,measured,11,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__openai_gpt51_v2,runs/real_model_mini3/nginx-request-logging__openai_gpt51_v2,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,1738,trace_derived,9902,lower_bound_transcript_snippet_bytes,154388,measured,0,measured,0,measured,0,measured,1738,measured,0,measured,0,2,0,patch_file_bytes_not_touched_file_payload
classifier-debug__openai_gpt54,runs/real_model_mini3_gpt54_vs_mini_v2/classifier-debug__openai_gpt54,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,3428,trace_derived,13224,lower_bound_transcript_snippet_bytes,14859,measured,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__openai_gpt54,runs/real_model_mini3_gpt54_vs_mini_v3/adaptive-rejection-sampler__openai_gpt54,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,71130,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,10003,trace_derived_touched_file_upper_bound,0,missing_without_initial_workspace_manifest,0,measured,10003,trace_derived,12650,trace_derived,35226,lower_bound_transcript_snippet_bytes,50652,measured,0,measured,0,measured,0,measured,71130,measured,0,measured,0,2,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__openai_gpt54mini,runs/real_model_mini3_gpt54_vs_mini_v3/adaptive-rejection-sampler__openai_gpt54mini,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,14065,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,5930,trace_derived_touched_file_upper_bound,0,missing_without_initial_workspace_manifest,0,measured,5930,trace_derived,8577,trace_derived,27059,lower_bound_transcript_snippet_bytes,51732,measured,0,measured,0,measured,0,measured,14065,measured,0,measured,0,1,0,patch_file_bytes_not_touched_file_payload
classifier-debug__openai_gpt54,runs/real_model_mini3_gpt54_vs_mini_v3/classifier-debug__openai_gpt54,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,11005,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,11005,trace_derived,15319,lower_bound_transcript_snippet_bytes,13395,measured,0,measured,0,measured,0,measured,11005,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__openai_gpt54mini,runs/real_model_mini3_gpt54_vs_mini_v3/classifier-debug__openai_gpt54mini,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,11005,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,1,trace_derived_touched_file_upper_bound,0,missing_without_initial_workspace_manifest,0,measured,1,trace_derived,3428,trace_derived,8002,lower_bound_transcript_snippet_bytes,13395,measured,0,measured,0,measured,0,measured,11005,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__openai_gpt54,runs/real_model_mini3_gpt54_vs_mini_v3/nginx-request-logging__openai_gpt54,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,1738,trace_derived,16568,lower_bound_transcript_snippet_bytes,154388,measured,0,measured,0,measured,0,measured,1738,measured,0,measured,0,4,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__openai_gpt54mini,runs/real_model_mini3_gpt54_vs_mini_v3/nginx-request-logging__openai_gpt54mini,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,1738,trace_derived,10639,lower_bound_transcript_snippet_bytes,154388,measured,0,measured,0,measured,0,measured,1738,measured,0,measured,0,2,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__openai_gpt54,runs/real_model_mini3_gpt54_vs_mini_v4_preflight/adaptive-rejection-sampler__openai_gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__openai_gpt54mini,runs/real_model_mini3_gpt54_vs_mini_v4_preflight/adaptive-rejection-sampler__openai_gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__openai_gpt54,runs/real_model_mini3_gpt54_vs_mini_v4_preflight/classifier-debug__openai_gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__openai_gpt54mini,runs/real_model_mini3_gpt54_vs_mini_v4_preflight/classifier-debug__openai_gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__openai_gpt54,runs/real_model_mini3_gpt54_vs_mini_v4_preflight/nginx-request-logging__openai_gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1738,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__openai_gpt54mini,runs/real_model_mini3_gpt54_vs_mini_v4_preflight/nginx-request-logging__openai_gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1738,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__openai_gpt51,runs/real_model_mini3_guarded/adaptive-rejection-sampler__openai_gpt51,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,2647,trace_derived,4312,lower_bound_transcript_snippet_bytes,56440,measured,0,measured,0,measured,0,measured,8135,measured,0,measured,0,2,0,patch_file_bytes_not_touched_file_payload
classifier-debug__openai_gpt51,runs/real_model_mini3_guarded/classifier-debug__openai_gpt51,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,11005,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,1,trace_derived_touched_file_upper_bound,0,missing_without_initial_workspace_manifest,0,measured,1,trace_derived,11005,trace_derived,16003,lower_bound_transcript_snippet_bytes,13395,measured,0,measured,0,measured,0,measured,11005,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__openai_gpt51,runs/real_model_mini3_guarded/nginx-request-logging__openai_gpt51,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,1738,trace_derived,7552,lower_bound_transcript_snippet_bytes,154388,measured,0,measured,0,measured,0,measured,1738,measured,0,measured,0,1,0,patch_file_bytes_not_touched_file_payload
classifier-debug__openai_gpt51,runs/real_model_one/classifier-debug__openai_gpt51,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,3429,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,1,trace_derived_touched_file_upper_bound,0,missing_without_initial_workspace_manifest,0,measured,1,trace_derived,3428,trace_derived,14060,lower_bound_transcript_snippet_bytes,2292,measured,0,measured,0,measured,0,measured,3429,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__openai_gpt51_v2,runs/real_model_one/classifier-debug__openai_gpt51_v2,completed_failure,False,True,True,,True,0,True,0,missing,0,missing,11005,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,1,trace_derived_touched_file_upper_bound,0,missing_without_initial_workspace_manifest,0,measured,1,trace_derived,11004,trace_derived,18002,lower_bound_transcript_snippet_bytes,13395,measured,0,measured,0,measured,0,measured,11005,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__scout,runs/terminal_bench_pilot/adaptive-rejection-sampler__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,5488,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2512,lower_bound_transcript_snippet_bytes,2343,measured,0,measured,0,measured,0,measured,5488,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__validation,runs/terminal_bench_pilot/adaptive-rejection-sampler__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,5488,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2546,lower_bound_transcript_snippet_bytes,2343,measured,0,measured,0,measured,0,measured,5488,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
aimo-airline-departures__scout,runs/terminal_bench_pilot/aimo-airline-departures__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,1895,lower_bound_transcript_snippet_bytes,1789,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
aimo-airline-departures__validation,runs/terminal_bench_pilot/aimo-airline-departures__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,1935,lower_bound_transcript_snippet_bytes,1789,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
attention-mil__scout,runs/terminal_bench_pilot/attention-mil__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,2928,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,3477,lower_bound_transcript_snippet_bytes,3679,measured,0,measured,0,measured,0,measured,2928,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
attention-mil__validation,runs/terminal_bench_pilot/attention-mil__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,2928,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,3517,lower_bound_transcript_snippet_bytes,3679,measured,0,measured,0,measured,0,measured,2928,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
blind-maze-explorer-algorithm__scout,runs/terminal_bench_pilot/blind-maze-explorer-algorithm__scout,completed_failure,False,,True,,False,16,False,0,missing,0,missing,10571,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2109,lower_bound_transcript_snippet_bytes,1845,measured,0,measured,0,measured,0,measured,10571,measured,10302,measured,0,0,0,patch_file_bytes_not_touched_file_payload
blind-maze-explorer-algorithm__validation,runs/terminal_bench_pilot/blind-maze-explorer-algorithm__validation,completed_failure,False,,True,,False,16,False,0,missing,0,missing,10571,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2149,lower_bound_transcript_snippet_bytes,1845,measured,0,measured,0,measured,0,measured,10571,measured,10302,measured,0,0,0,patch_file_bytes_not_touched_file_payload
broken-python__scout,runs/terminal_bench_pilot/broken-python__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,331,lower_bound_transcript_snippet_bytes,225,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
broken-python__validation,runs/terminal_bench_pilot/broken-python__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,371,lower_bound_transcript_snippet_bytes,225,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__scout,runs/terminal_bench_pilot/classifier-debug__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,3428,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2447,lower_bound_transcript_snippet_bytes,2292,measured,0,measured,0,measured,0,measured,3428,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__validation,runs/terminal_bench_pilot/classifier-debug__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,3428,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2481,lower_bound_transcript_snippet_bytes,2292,measured,0,measured,0,measured,0,measured,3428,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
count-dataset-tokens__scout,runs/terminal_bench_pilot/count-dataset-tokens__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,1951,lower_bound_transcript_snippet_bytes,1845,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
count-dataset-tokens__validation,runs/terminal_bench_pilot/count-dataset-tokens__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,1991,lower_bound_transcript_snippet_bytes,1845,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
csv-to-parquet__scout,runs/terminal_bench_pilot/csv-to-parquet__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,101,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2622,lower_bound_transcript_snippet_bytes,2465,measured,0,measured,0,measured,101,measured,101,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
csv-to-parquet__validation,runs/terminal_bench_pilot/csv-to-parquet__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,101,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2656,lower_bound_transcript_snippet_bytes,2465,measured,0,measured,0,measured,101,measured,101,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
extract-safely__scout,runs/terminal_bench_pilot/extract-safely__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,1948,lower_bound_transcript_snippet_bytes,1794,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
extract-safely__validation,runs/terminal_bench_pilot/extract-safely__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,1982,lower_bound_transcript_snippet_bytes,1794,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
fix-permissions__scout,runs/terminal_bench_pilot/fix-permissions__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,49,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2511,lower_bound_transcript_snippet_bytes,2348,measured,0,measured,0,measured,0,measured,49,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
fix-permissions__validation,runs/terminal_bench_pilot/fix-permissions__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,49,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2545,lower_bound_transcript_snippet_bytes,2348,measured,0,measured,0,measured,0,measured,49,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
grid-pattern-transform__scout,runs/terminal_bench_pilot/grid-pattern-transform__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2001,lower_bound_transcript_snippet_bytes,1895,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
grid-pattern-transform__validation,runs/terminal_bench_pilot/grid-pattern-transform__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2041,lower_bound_transcript_snippet_bytes,1895,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__scout,runs/terminal_bench_pilot/nginx-request-logging__scout,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2013,lower_bound_transcript_snippet_bytes,1907,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__validation,runs/terminal_bench_pilot/nginx-request-logging__validation,completed_failure,False,,True,,True,0,True,0,missing,0,missing,0,measured,0,missing_without_initial_workspace_manifest,0,patch_file_bytes,0,missing,0,missing_without_initial_workspace_manifest,0,measured,0,missing,0,missing,2053,lower_bound_transcript_snippet_bytes,1907,measured,0,measured,0,measured,0,measured,0,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
