policy,source_prefill_fraction,deadline_scale,drain_window_s,status,safe,failure_mode,source_prefill_target_s,source_prefill_moved_s,source_prefill_removal_rate_s_per_s,request_migration_fraction,deadline_overrun_mean,deadline_overrun_p95,deadline_overrun_max,deadline_load_max,mean_delay_s,p50_delay_s,p95_delay_s,p99_delay_s,p95_delay_over_deadline,deadline_miss_rate,network_capacity_pressure,prefill_capacity_pressure,replay_source_prefill_fraction,state_transfer_source_prefill_fraction,fractional_network_capacity_pressure,fractional_prefill_capacity_pressure,drain_completion_s,objective
deadline-aware-m0.8-rounded,0.2,0.25,1800.0,UNSAFE,False,deadline misses,250.59624096385548,250.6024096385542,0.13922356091030788,0.06505959055077119,nan,nan,nan,nan,1.9226094995821514,0.5157003293265916,6.65660468704268,9.984651203652529,0.40911402490021676,0.015384615384615385,0.4829841842945464,0.40402287758243544,0.7606153846153846,0.23938461538461545,0.4082303474263412,0.3694533284194784,1772.4623835883024,250.59624096489256
deadline-aware-m0.8-rounded,0.2,0.25,3600.0,UNSAFE,False,deadline misses,250.59624096385548,250.6024096385542,0.06961178045515394,0.06505959055077119,nan,nan,nan,nan,1.9226094995821514,0.5157003293265916,6.656604687042635,9.984651203652302,0.409114024900208,0.015384615384615385,0.4829841842945464,0.40402287758243544,0.7606153846153846,0.23938461538461545,0.4082303474263412,0.3694533284194784,3544.7700758959945,250.59624096489256
deadline-aware-m1.0-rounded,0.2,0.25,0.0,UNSAFE,False,deadline misses,250.59624096385548,250.6024096385542,inf,0.06706594666540255,nan,nan,nan,nan,12.450116727745412,10.163214017497248,31.134117066279437,35.609050584160705,1.1679072340962977,0.1044776119402985,0.5221753035211817,0.4147616010166656,0.7263999999999999,0.2736000000000001,0.5092240547805976,0.4133506643540065,37.47551944763902,250.59624096389476
deadline-aware-m1.0-rounded,0.2,0.25,900.0,SAFE,True,,250.59624096385548,250.6024096385542,0.27844712182061576,0.06706594666540255,nan,nan,nan,nan,2.0243716992000826,0.7714198904918703,6.61752300432931,9.954826544496775,0.4188907616101727,0.0,0.5221753035211817,0.4147616010166656,0.7263999999999999,0.2736000000000001,0.5092240547805976,0.4133506643540065,886.61677056784,250.59624096389476
deadline-aware-m1.0-rounded,0.2,0.25,1800.0,SAFE,True,,250.59624096385548,250.6024096385542,0.13922356091030788,0.06706594666540255,nan,nan,nan,nan,2.024371699200087,0.7714198904918703,6.617523004329329,9.95482654449685,0.4188907616101727,0.0,0.5221753035211817,0.4147616010166656,0.7263999999999999,0.2736000000000001,0.5092240547805976,0.4133506643540065,1773.1839347469445,250.59624096389476
deadline-aware-m1.0-rounded,0.2,0.25,3600.0,SAFE,True,,250.59624096385548,250.6024096385542,0.06961178045515394,0.06706594666540255,nan,nan,nan,nan,2.0243716992000858,0.7714198904918703,6.617523004329301,9.954826544496623,0.41889076161016653,0.0,0.5221753035211817,0.4147616010166656,0.7263999999999999,0.2736000000000001,0.5092240547805976,0.4133506643540065,3546.318263105153,250.59624096389476
mirror-descent-rounded,0.2,0.25,0.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,inf,0.04188218029350105,nan,nan,nan,nan,12.239844274172086,12.579588752884286,22.743141155638565,23.375833471277467,2.1170067168373854,0.39473684210526316,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,23.53400655018719,24.567680105773466
mirror-descent-rounded,0.2,0.25,900.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.2785156626506024,0.04188218029350105,nan,nan,nan,nan,1.0068123418389239,0.42751615775864593,2.5151055058254883,2.8379848402400345,0.5427985984874686,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,876.3185936267804,24.567680105773466
mirror-descent-rounded,0.2,0.25,1800.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.1392578313253012,0.04188218029350105,nan,nan,nan,nan,1.0068123418388906,0.42751615775864593,2.5151055058254905,2.83798484024004,0.5427985984874696,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,1752.6343831004644,24.567680105773466
mirror-descent-rounded,0.2,0.25,3600.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.0696289156626506,0.04188218029350105,nan,nan,nan,nan,1.0068123418389383,0.4275161577588733,2.5151055058254905,2.837984840240076,0.5427985984874696,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,3505.265962047833,24.567680105773466
crossover-greedy,0.2,0.25,0.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,inf,0.04188218029350105,nan,nan,nan,nan,12.239844274172086,12.579588752884286,22.743141155638565,23.375833471277467,2.1170067168373854,0.39473684210526316,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,23.53400655018719,24.567680105773466
crossover-greedy,0.2,0.25,900.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.2785156626506024,0.04188218029350105,nan,nan,nan,nan,1.0068123418389239,0.42751615775864593,2.5151055058254883,2.8379848402400345,0.5427985984874686,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,876.3185936267804,24.567680105773466
crossover-greedy,0.2,0.25,1800.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.1392578313253012,0.04188218029350105,nan,nan,nan,nan,1.0068123418388906,0.42751615775864593,2.5151055058254905,2.83798484024004,0.5427985984874696,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,1752.6343831004644,24.567680105773466
crossover-greedy,0.2,0.25,3600.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.0696289156626506,0.04188218029350105,nan,nan,nan,nan,1.0068123418389383,0.4275161577588733,2.5151055058254905,2.837984840240076,0.5427985984874696,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,3505.265962047833,24.567680105773466
mixed-greedy,0.2,0.25,0.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,inf,0.04188218029350105,nan,nan,nan,nan,12.239844274172086,12.579588752884286,22.743141155638565,23.375833471277467,2.1170067168373854,0.39473684210526316,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,23.53400655018719,24.567680105773466
mixed-greedy,0.2,0.25,900.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.2785156626506024,0.04188218029350105,nan,nan,nan,nan,1.0068123418389239,0.42751615775864593,2.5151055058254883,2.8379848402400345,0.5427985984874686,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,876.3185936267804,24.567680105773466
mixed-greedy,0.2,0.25,1800.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.1392578313253012,0.04188218029350105,nan,nan,nan,nan,1.0068123418388906,0.42751615775864593,2.5151055058254905,2.83798484024004,0.5427985984874696,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,1752.6343831004644,24.567680105773466
mixed-greedy,0.2,0.25,3600.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.0696289156626506,0.04188218029350105,nan,nan,nan,nan,1.0068123418389383,0.4275161577588733,2.5151055058254905,2.837984840240076,0.5427985984874696,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,3505.265962047833,24.567680105773466
replay-only,0.2,0.25,0.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,inf,0.04188218029350105,nan,nan,nan,nan,12.239844274172086,12.579588752884286,22.743141155638565,23.375833471277467,2.1170067168373854,0.39473684210526316,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,23.53400655018719,24.567680105773466
replay-only,0.2,0.25,900.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.2785156626506024,0.04188218029350105,nan,nan,nan,nan,1.0068123418389239,0.42751615775864593,2.5151055058254883,2.8379848402400345,0.5427985984874686,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,876.3185936267804,24.567680105773466
replay-only,0.2,0.25,1800.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.1392578313253012,0.04188218029350105,nan,nan,nan,nan,1.0068123418388906,0.42751615775864593,2.5151055058254905,2.83798484024004,0.5427985984874696,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,1752.6343831004644,24.567680105773466
replay-only,0.2,0.25,3600.0,UNSAFE,False,deadline misses,250.59624096385548,250.66409638554217,0.0696289156626506,0.04188218029350105,nan,nan,nan,nan,1.0068123418389383,0.4275161577588733,2.5151055058254905,2.837984840240076,0.5427985984874696,0.05263157894736842,1.95888630263485e-05,0.3922331897047472,1.0,0.0,2.101218932909018e-05,0.4207328435623547,3505.265962047833,24.567680105773466
state-only,0.2,0.25,0.0,INFEASIBLE,False,infeasible,250.59624096385548,195.19520368409954,nan,0.07829230411636773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.2,0.25,900.0,INFEASIBLE,False,infeasible,250.59624096385548,195.19520368409954,nan,0.07829230411636773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.2,0.25,1800.0,INFEASIBLE,False,infeasible,250.59624096385548,195.19520368409954,nan,0.07829230411636773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.2,0.25,3600.0,INFEASIBLE,False,infeasible,250.59624096385548,195.19520368409954,nan,0.07829230411636773,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.2,0.25,0.0,UNSAFE,False,deadline misses,250.59624096385548,250.60240963855424,inf,nan,nan,nan,nan,nan,8.832572738413322,8.631048877239904,14.671652093048744,25.90624228621892,2.1940934601487463,0.13953488372093023,0.5062381945519312,0.3289326218897489,0.8007384615384616,0.19926153846153843,0.5062381945519312,0.3289326218897489,30.374291673115874,nan
local-repair-oracle,0.2,0.25,900.0,UNSAFE,False,deadline misses,250.59624096385548,250.60240963855424,0.2784471218206158,nan,nan,nan,nan,nan,0.9193714251799094,0.42751615775864593,2.4581267997523355,2.678444463235195,0.41494705907554047,0.023255813953488372,2.0542130752346417e-05,0.4113207314527204,1.0,0.0,2.0542130752346434e-05,0.41132073145271986,879.0725715949567,nan
local-repair-oracle,0.2,0.25,1800.0,UNSAFE,False,deadline misses,250.59624096385548,250.60240963855424,0.1392235609103079,nan,nan,nan,nan,nan,0.9193714251798759,0.42751615775864593,2.4581267997523355,2.6784444632352034,0.4149470590755468,0.023255813953488372,2.0542130752346417e-05,0.4113207314527204,1.0,0.0,2.0542130752346434e-05,0.41132073145271986,1758.142339036817,nan
local-repair-oracle,0.2,0.25,3600.0,UNSAFE,False,deadline misses,250.59624096385548,250.60240963855424,0.06961178045515395,nan,nan,nan,nan,nan,0.919371425179929,0.4275161577588733,2.4581267997523355,2.6784444632352034,0.4149470590755395,0.023255813953488372,2.0542130752346417e-05,0.4113207314527204,1.0,0.0,2.0542130752346434e-05,0.41132073145271986,3516.281873920538,nan
CVXPY-rounded,0.3,0.25,0.0,UNSAFE,False,deadline misses,375.8943614457832,375.9190361445783,inf,0.05355772085105327,nan,nan,nan,nan,15.256288445485962,16.81787335339668,29.98770192771119,36.821329664485475,2.099309520722965,0.41509433962264153,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6317630083083186e-05,0.6179874205716599,38.52973659867906,45.145219083085934
CVXPY-rounded,0.3,0.25,900.0,UNSAFE,False,deadline misses,375.8943614457832,375.9190361445783,0.4176878179384203,0.05355772085105327,nan,nan,nan,nan,1.4052734036342622,0.8623585385878414,3.285644068799229,3.285644068799229,0.7558844975073393,0.05660377358490566,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6317630083083186e-05,0.6179874205716599,883.8812264631161,45.145219083085934
CVXPY-rounded,0.3,0.25,1800.0,UNSAFE,False,deadline misses,375.8943614457832,375.9190361445783,0.20884390896921015,0.05355772085105327,nan,nan,nan,nan,1.4052734036342382,0.862358538587614,3.285644068799229,3.285644068799229,0.7558844975073418,0.05660377358490566,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6317630083083186e-05,0.6179874205716599,1766.9000943876442,45.145219083085934
CVXPY-rounded,0.3,0.25,3600.0,UNSAFE,False,deadline misses,375.8943614457832,375.9190361445783,0.10442195448460508,0.05355772085105327,nan,nan,nan,nan,1.4052734036342593,0.862358538587614,3.285644068799229,3.285644068799229,0.7558844975073418,0.05660377358490566,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6317630083083186e-05,0.6179874205716599,3532.937830236701,45.145219083085934
deadline-penalty-rounded,0.3,0.25,0.0,UNSAFE,False,deadline misses,375.8943614457832,375.9190361445783,inf,0.08162661319227121,0.08163408016809168,0.5173617943467799,1.401927903907037,2.251927903907037,18.038631912228002,20.181688195551846,29.0020825425995,38.53035346614894,1.4699316611883788,0.5063291139240507,4.810942280206625e-05,0.6422054659366733,1.0,0.0,0.011966974489703389,0.6174213068950117,38.53254054172397,56.84346976482654
deadline-penalty-rounded,0.3,0.25,900.0,UNSAFE,False,deadline misses,375.8943614457832,375.9190361445783,0.4176878179384203,0.08162661319227121,0.08163408016809168,0.5173617943467799,1.401927903907037,2.251927903907037,0.9866821988917169,0.42751615775864593,3.285644068799229,3.285644068799229,0.3561802893465716,0.02531645569620253,4.810942280206625e-05,0.6422054659366733,1.0,0.0,0.011966974489703389,0.6174213068950117,888.6103990898051,56.84346976482654
deadline-penalty-rounded,0.3,0.25,1800.0,UNSAFE,False,deadline misses,375.8943614457832,375.9190361445783,0.20884390896921015,0.08162661319227121,0.08163408016809168,0.5173617943467799,1.401927903907037,2.251927903907037,0.9866821988916933,0.42751615775864593,3.285644068799229,3.285644068799229,0.3561802893465716,0.02531645569620253,4.810942280206625e-05,0.6422054659366733,1.0,0.0,0.011966974489703389,0.6174213068950117,1777.217994026514,56.84346976482654
deadline-penalty-rounded,0.3,0.25,3600.0,UNSAFE,False,deadline misses,375.8943614457832,375.9190361445783,0.10442195448460508,0.08162661319227121,0.08163408016809168,0.5173617943467799,1.401927903907037,2.251927903907037,0.986682198891697,0.42751615775864593,3.285644068799229,3.285644068799229,0.3561802893465716,0.02531645569620253,4.810942280206625e-05,0.6422054659366733,1.0,0.0,0.011966974489703389,0.6174213068950117,3554.433183899932,56.84346976482654
deadline-aware-m0.8-rounded,0.3,0.25,0.0,INFEASIBLE,False,infeasible,375.8943614457832,307.7642497242806,nan,0.07993923243882238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.7642497242806
deadline-aware-m0.8-rounded,0.3,0.25,900.0,INFEASIBLE,False,infeasible,375.8943614457832,307.7642497242806,nan,0.07993923243882238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.7642497242806
deadline-aware-m0.8-rounded,0.3,0.25,1800.0,INFEASIBLE,False,infeasible,375.8943614457832,307.7642497242806,nan,0.07993923243882238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.7642497242806
deadline-aware-m0.8-rounded,0.3,0.25,3600.0,INFEASIBLE,False,infeasible,375.8943614457832,307.7642497242806,nan,0.07993923243882238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307.7642497242806
deadline-aware-m1.0-rounded,0.3,0.25,0.0,INFEASIBLE,False,infeasible,375.8943614457832,331.8771258310614,nan,0.08560463183420038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331.8771258310614
deadline-aware-m1.0-rounded,0.3,0.25,900.0,INFEASIBLE,False,infeasible,375.8943614457832,331.8771258310614,nan,0.08560463183420038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331.8771258310614
deadline-aware-m1.0-rounded,0.3,0.25,1800.0,INFEASIBLE,False,infeasible,375.8943614457832,331.8771258310614,nan,0.08560463183420038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331.8771258310614
deadline-aware-m1.0-rounded,0.3,0.25,3600.0,INFEASIBLE,False,infeasible,375.8943614457832,331.8771258310614,nan,0.08560463183420038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331.8771258310614
mirror-descent-rounded,0.3,0.25,0.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,inf,0.0535577142857143,nan,nan,nan,nan,15.46716633995089,17.335331836157426,30.151971825229793,36.85418364398922,2.2017153373684826,0.46153846153846156,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,38.52973659867906,45.14521403373001
mirror-descent-rounded,0.3,0.25,900.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.41775635876840694,0.0535577142857143,nan,nan,nan,nan,1.422053169088187,0.6449373481732437,3.285644068799229,3.285644068799229,0.7985016773113109,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,883.5546662308956,45.14521403373001
mirror-descent-rounded,0.3,0.25,1800.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.20887817938420347,0.0535577142857143,nan,nan,nan,nan,1.4220531690881657,0.64493734817313,3.285644068799229,3.285644068799229,0.7985016773113138,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,1766.246973923203,45.14521403373001
mirror-descent-rounded,0.3,0.25,3600.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.10443908969210174,0.0535577142857143,nan,nan,nan,nan,1.4220531690881928,0.6449373481732437,3.285644068799229,3.285644068799229,0.7985016773113138,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,3531.6315893078186,45.14521403373001
crossover-greedy,0.3,0.25,0.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,inf,0.0535577142857143,nan,nan,nan,nan,15.46716633995089,17.335331836157426,30.151971825229793,36.85418364398922,2.2017153373684826,0.46153846153846156,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,38.52973659867906,45.14521403373001
crossover-greedy,0.3,0.25,900.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.41775635876840694,0.0535577142857143,nan,nan,nan,nan,1.422053169088187,0.6449373481732437,3.285644068799229,3.285644068799229,0.7985016773113109,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,883.5546662308956,45.14521403373001
crossover-greedy,0.3,0.25,1800.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.20887817938420347,0.0535577142857143,nan,nan,nan,nan,1.4220531690881657,0.64493734817313,3.285644068799229,3.285644068799229,0.7985016773113138,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,1766.246973923203,45.14521403373001
crossover-greedy,0.3,0.25,3600.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.10443908969210174,0.0535577142857143,nan,nan,nan,nan,1.4220531690881928,0.6449373481732437,3.285644068799229,3.285644068799229,0.7985016773113138,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,3531.6315893078186,45.14521403373001
mixed-greedy,0.3,0.25,0.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,inf,0.0535577142857143,nan,nan,nan,nan,15.46716633995089,17.335331836157426,30.151971825229793,36.85418364398922,2.2017153373684826,0.46153846153846156,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,38.52973659867906,45.14521403373001
mixed-greedy,0.3,0.25,900.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.41775635876840694,0.0535577142857143,nan,nan,nan,nan,1.422053169088187,0.6449373481732437,3.285644068799229,3.285644068799229,0.7985016773113109,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,883.5546662308956,45.14521403373001
mixed-greedy,0.3,0.25,1800.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.20887817938420347,0.0535577142857143,nan,nan,nan,nan,1.4220531690881657,0.64493734817313,3.285644068799229,3.285644068799229,0.7985016773113138,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,1766.246973923203,45.14521403373001
mixed-greedy,0.3,0.25,3600.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.10443908969210174,0.0535577142857143,nan,nan,nan,nan,1.4220531690881928,0.6449373481732437,3.285644068799229,3.285644068799229,0.7985016773113138,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,3531.6315893078186,45.14521403373001
replay-only,0.3,0.25,0.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,inf,0.0535577142857143,nan,nan,nan,nan,15.46716633995089,17.335331836157426,30.151971825229793,36.85418364398922,2.2017153373684826,0.46153846153846156,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,38.52973659867906,45.14521403373001
replay-only,0.3,0.25,900.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.41775635876840694,0.0535577142857143,nan,nan,nan,nan,1.422053169088187,0.6449373481732437,3.285644068799229,3.285644068799229,0.7985016773113109,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,883.5546662308956,45.14521403373001
replay-only,0.3,0.25,1800.0,UNSAFE,False,deadline misses,375.8943614457832,375.98072289156624,0.20887817938420347,0.0535577142857143,nan,nan,nan,nan,1.4220531690881657,0.64493734817313,3.285644068799229,3.285644068799229,0.7985016773113138,0.057692307692307696,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.6295178397548825e-05,0.6179873896167867,1766.246973923203,45.14521403373001
