agent_scaffold,end_wall_time,final_success,final_success_source,finish_seconds,finish_step,has_real_wallclock,ledger_event_count,ledger_path,model_name,notes,run_id,source,start_wall_time,task_family,task_id,timeout
hermes_agent_reasoning,,,missing,,,False,35,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_013/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_013: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_013,hermes_pilot_h5_v2,,Repository Tasks,013fc1a3-e3b2-4bfe-a07a-049ae6935a21,False
hermes_agent_reasoning,,,missing,,,False,12,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_014/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_014: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_014,hermes_pilot_h5_v2,,Terminal & Coding,0041fa73-d9ab-4d42-9ae9-66e1213056e2,False
hermes_agent_reasoning,,,missing,,,False,31,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_015/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_015: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_015,hermes_pilot_h5_v2,,Terminal & Coding,3fc8e87a-e47d-47bb-8464-38ebc4623760,False
hermes_agent_reasoning,,,missing,,,False,4,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_016/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_016: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_016,hermes_pilot_h5_v2,,File Operations,0afe9819-193f-4344-af9e-3a5d1116b648,False
hermes_agent_reasoning,,,missing,,,False,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_017/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_017: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_017,hermes_pilot_h5_v2,,Repository Tasks,8d51922e-c9cb-416d-9813-792c939818a4,False
hermes_agent_reasoning,,,missing,,,False,23,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_018/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_018: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_018,hermes_pilot_h5_v2,,Repository Tasks,014ef60d-a666-40db-af8b-a262bab7342a,False
hermes_agent_reasoning,,,missing,,,False,23,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_019/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_019: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_019,hermes_pilot_h5_v2,,Terminal & Coding,0082ecec-b6bf-4cc7-b748-5d8cc52aac53,False
hermes_agent_reasoning,,,missing,,,False,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_020/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_020: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_020,hermes_pilot_h5_v2,,Terminal & Coding,c396bc84-72bd-4954-bdb5-f1671870e065,False
hermes_agent_reasoning,,,missing,,,False,4,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_021/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_021: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_021,hermes_pilot_h5_v2,,File Operations,0c5f862a-7601-4b73-83c1-06c617f20ec6,False
hermes_agent_reasoning,,,missing,,,False,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_022/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_022: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_022,hermes_pilot_h5_v2,,Repository Tasks,9019ee73-4421-4e5b-bfab-1cb1545ee674,False
hermes_agent_reasoning,,,missing,,,False,33,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_023/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_023: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_023,hermes_pilot_h5_v2,,Repository Tasks,01532f99-2a3d-4b64-b75f-aebc78a8b083,False
hermes_agent_reasoning,,,missing,,,False,17,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_024/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_024: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_024,hermes_pilot_h5_v2,,Terminal & Coding,00d5e7d7-4ebd-42a7-84f4-7b27924b6624,False
hermes_agent_reasoning,,,missing,,,False,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_025/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_025: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_025,hermes_pilot_h5_v2,,Terminal & Coding,e0eb78d1-c0c6-434a-a141-7fdd2ffe1ed4,False
hermes_agent_reasoning,,,missing,,,False,4,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_026/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_026: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_026,hermes_pilot_h5_v2,,File Operations,0c8ca6bc-f184-40c8-9b27-5dd06c450d7b,False
hermes_agent_reasoning,,,missing,,,False,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_027/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_027: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_027,hermes_pilot_h5_v2,,Repository Tasks,94830f2d-d441-404f-bdd8-585102d8fd01,False
hermes_agent_reasoning,,,missing,,,False,28,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_028/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_028: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_028,hermes_pilot_h5_v2,,Repository Tasks,0153dc97-dd82-45f8-85fd-62beaf28c8be,False
hermes_agent_reasoning,,,missing,,,False,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_029/ledger.jsonl,glm-5.1,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_029: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_029,hermes_pilot_h5_v2,,Terminal & Coding,00e05d6e-ebbc-4d48-ac02-414bc39e658e,False
hermes_agent_reasoning,,,missing,,,False,22,/Users/grantwilkins/houdini/coding-progress-ledger/runs/hermes_pilot_h5_v2/hermes_pilot_h5_030/ledger.jsonl,kimi,"unresolvable_label: run hermes_pilot_h5_v2/hermes_pilot_h5_030: upstream returned (None, 'unknown'); caller must skip per § 0.9",hermes_pilot_h5_030,hermes_pilot_h5_v2,,Terminal & Coding,ff2c4c0e-a0de-4103-8088-a5a0be1cd988,False
,,,missing,,,False,0,,,malformed_run: FileNotFoundError: ledger.jsonl missing: /Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/plots/ledger.jsonl,plots,swe_agent_pilot,,,,False
swe_agent,,False,swe_agent_target,,16.0,False,8,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_01/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_01,swe_agent_pilot,,,WIPACrepo__iceprod-339,False
swe_agent,,False,swe_agent_target,,17.0,False,5,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_02/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_02,swe_agent_pilot,,,asottile__pyupgrade-933,False
swe_agent,,False,swe_agent_target,,22.0,False,5,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_03/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_03,swe_agent_pilot,,,asottile__setup-cfg-fmt-132,False
swe_agent,,False,swe_agent_target,,18.0,False,8,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_04/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_04,swe_agent_pilot,,,dfm__emcee-510,False
swe_agent,,False,swe_agent_target,,32.0,False,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_05/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_05,swe_agent_pilot,,,fairlearn__fairlearn-967,False
swe_agent,,False,swe_agent_target,,32.0,False,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_06/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_06,swe_agent_pilot,,,googleapis__python-spanner-317,False
swe_agent,,False,swe_agent_target,,40.0,False,7,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_07/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_07,swe_agent_pilot,,,openstack-charmers__zaza-36,False
swe_agent,,False,swe_agent_target,,64.0,False,15,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_08/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_08,swe_agent_pilot,,,pydantic__pydantic-740,False
swe_agent,,False,swe_agent_target,,40.0,False,14,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_09/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_09,swe_agent_pilot,,,python-cmd2__cmd2-681,False
swe_agent,,False,swe_agent_target,,28.0,False,7,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_10/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_10,swe_agent_pilot,,,walles__px-50,False
swe_agent,,True,swe_agent_target,,42.0,False,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_01/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_01,swe_agent_pilot,,,Melevir__cognitive_complexity-15,False
swe_agent,,True,swe_agent_target,,26.0,False,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_02/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_02,swe_agent_pilot,,,geomet__geomet-101,False
swe_agent,,True,swe_agent_target,,36.0,False,15,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_03/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_03,swe_agent_pilot,,,hsahovic__poke-env-68,False
swe_agent,,True,swe_agent_target,,16.0,False,8,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_04/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_04,swe_agent_pilot,,,joke2k__django-environ-174,False
swe_agent,,True,swe_agent_target,,32.0,False,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_05/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_05,swe_agent_pilot,,,lidatong__dataclasses-json-394,False
swe_agent,,True,swe_agent_target,,28.0,False,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_06/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_06,swe_agent_pilot,,,mahmoud__boltons-298,False
swe_agent,,True,swe_agent_target,,22.0,False,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_07/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_07,swe_agent_pilot,,,mc706__changelog-cli-34,False
swe_agent,,True,swe_agent_target,,28.0,False,9,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_08/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_08,swe_agent_pilot,,,oasis-open__cti-taxii-client-11,False
swe_agent,,True,swe_agent_target,,18.0,False,9,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_09/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_09,swe_agent_pilot,,,omni-us__jsonargparse-370,False
swe_agent,,True,swe_agent_target,,22.0,False,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_10/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_10,swe_agent_pilot,,,planetlabs__planet-client-python-389,False
ledger_progress.sidecar,2026-05-04T07:55:34.066825+00:00,True,verifier_exit,80.413111,6.0,True,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/b-tree-on-disk/ledger.jsonl,,,b-tree-on-disk,tb_live,2026-05-04T07:54:13.653714+00:00,,b-tree-on-disk,False
ledger_progress.sidecar,2026-05-04T07:53:12.238581+00:00,True,verifier_exit,103.854406,6.0,True,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/csv-streaming-dedup/ledger.jsonl,,,csv-streaming-dedup,tb_live,2026-05-04T07:51:28.384175+00:00,,csv-streaming-dedup,False
ledger_progress.sidecar,2026-05-04T07:54:55.174510+00:00,True,verifier_exit,94.35152,5.0,True,10,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/decouple-state-from-controller/ledger.jsonl,,,decouple-state-from-controller,tb_live,2026-05-04T07:53:20.822990+00:00,,decouple-state-from-controller,False
ledger_progress.sidecar,2026-05-04T07:55:02.843460+00:00,True,verifier_exit,59.192118,6.0,True,10,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/directory-watcher-log-rotator/ledger.jsonl,,,directory-watcher-log-rotator,tb_live,2026-05-04T07:54:03.651342+00:00,,directory-watcher-log-rotator,False
ledger_progress.sidecar,2026-05-04T07:52:54.439151+00:00,True,verifier_exit,47.335032,5.0,True,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/fix-broken-pyproject-build/ledger.jsonl,,,fix-broken-pyproject-build,tb_live,2026-05-04T07:52:07.104119+00:00,,fix-broken-pyproject-build,False
ledger_progress.sidecar,2026-05-04T07:54:41.270890+00:00,True,verifier_exit,60.681417,7.0,True,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/graph-tarjan-scc/ledger.jsonl,,,graph-tarjan-scc,tb_live,2026-05-04T07:53:40.589473+00:00,,graph-tarjan-scc,False
ledger_progress.sidecar,2026-05-04T07:53:28.702802+00:00,True,verifier_exit,93.845976,6.0,True,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/lru-cache-threadsafe/ledger.jsonl,,,lru-cache-threadsafe,tb_live,2026-05-04T07:51:54.856826+00:00,,lru-cache-threadsafe,False
ledger_progress.sidecar,2026-05-04T07:39:21.754205+00:00,True,verifier_exit,88.449656,5.0,True,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/markdown-to-html-cli/ledger.jsonl,,,markdown-to-html-cli,tb_live,2026-05-04T07:37:53.304549+00:00,,markdown-to-html-cli,False
ledger_progress.sidecar,2026-05-04T07:56:14.492235+00:00,True,verifier_exit,105.888844,8.0,True,19,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/recover-corrupted-sqlite/ledger.jsonl,,,recover-corrupted-sqlite,tb_live,2026-05-04T07:54:28.603391+00:00,,recover-corrupted-sqlite,False
ledger_progress.sidecar,2026-05-04T07:54:26.558449+00:00,True,verifier_exit,57.552685,4.0,True,10,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/sliding-window-rate-limiter/ledger.jsonl,,,sliding-window-rate-limiter,tb_live,2026-05-04T07:53:29.005764+00:00,,sliding-window-rate-limiter,False
ledger_progress.sidecar,2026-05-04T07:53:50.663575+00:00,True,verifier_exit,126.098002,9.0,True,16,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/tar-extract-with-traversal-guard/ledger.jsonl,,,tar-extract-with-traversal-guard,tb_live,2026-05-04T07:51:44.565573+00:00,,tar-extract-with-traversal-guard,False
ledger_progress.sidecar,2026-05-04T07:55:36.446797+00:00,True,verifier_exit,104.448098,4.0,True,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/tb_live/xss-filter-bypass-then-fix/ledger.jsonl,,,xss-filter-bypass-then-fix,tb_live,2026-05-04T07:53:51.998699+00:00,,xss-filter-bypass-then-fix,False
general-purpose,2026-05-05T08:10:44.909419+00:00,True,verifier_exit,74.786247,8.0,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/high_progress_failure_01_subtasks_done_verifier_strict__armA__b235b364/ledger.jsonl,claude-opus-4-7,,high_progress_failure_01_subtasks_done_verifier_strict__armA__b235b364,tb_live_v2,2026-05-05T08:09:30.123172+00:00,high_progress_failure,high_progress_failure_01_subtasks_done_verifier_strict,False
general-purpose,2026-05-05T16:48:17.436695+00:00,True,verifier_exit,49.888906,6.0,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/high_progress_failure_01_subtasks_done_verifier_strict__armA__f29facec/ledger.jsonl,claude-opus-4-7,,high_progress_failure_01_subtasks_done_verifier_strict__armA__f29facec,tb_live_v2,2026-05-05T16:47:27.547789+00:00,high_progress_failure,high_progress_failure_01_subtasks_done_verifier_strict,False
general-purpose,2026-05-05T16:48:51.476000+00:00,False,verifier_exit,83.549149,4.0,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/high_progress_failure_01_subtasks_done_verifier_strict__armB__9309afec/ledger.jsonl,claude-sonnet-4-6,,high_progress_failure_01_subtasks_done_verifier_strict__armB__9309afec,tb_live_v2,2026-05-05T16:47:27.926851+00:00,high_progress_failure,high_progress_failure_01_subtasks_done_verifier_strict,False
general-purpose,2026-05-05T08:11:03+00:00,False,verifier_exit,82.50501,7.0,True,11,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/high_progress_failure_01_subtasks_done_verifier_strict__armB__efb2347d/ledger.jsonl,claude-sonnet-4-6,,high_progress_failure_01_subtasks_done_verifier_strict__armB__efb2347d,tb_live_v2,2026-05-05T08:09:40.494990+00:00,high_progress_failure,high_progress_failure_01_subtasks_done_verifier_strict,False
general-purpose,2026-05-05T16:48:53.643590+00:00,False,verifier_exit,84.10097,16.0,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/high_progress_failure_01_subtasks_done_verifier_strict__armC__825e9208/ledger.jsonl,claude-haiku-4-5,,high_progress_failure_01_subtasks_done_verifier_strict__armC__825e9208,tb_live_v2,2026-05-05T16:47:29.542620+00:00,high_progress_failure,high_progress_failure_01_subtasks_done_verifier_strict,False
general-purpose,2026-05-05T08:10:41.432352+00:00,False,verifier_exit,68.830009,11.0,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/high_progress_failure_01_subtasks_done_verifier_strict__armC__9d5fecbd/ledger.jsonl,claude-haiku-4-5,,high_progress_failure_01_subtasks_done_verifier_strict__armC__9d5fecbd,tb_live_v2,2026-05-05T08:09:32.602343+00:00,high_progress_failure,high_progress_failure_01_subtasks_done_verifier_strict,False
general-purpose,2026-05-05T08:22:25.823717+00:00,True,verifier_exit,63.44791,7.0,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/high_progress_failure_02_partial_solution_passes_smoke__armA__89405640/ledger.jsonl,claude-opus-4-7,,high_progress_failure_02_partial_solution_passes_smoke__armA__89405640,tb_live_v2,2026-05-05T08:21:22.375807+00:00,high_progress_failure,high_progress_failure_02_partial_solution_passes_smoke,False
general-purpose,2026-05-05T16:48:32+00:00,True,verifier_exit,51.0,5.0,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/high_progress_failure_02_partial_solution_passes_smoke__armA__d83c4aa3/ledger.jsonl,claude-opus-4-7,,high_progress_failure_02_partial_solution_passes_smoke__armA__d83c4aa3,tb_live_v2,2026-05-05T16:47:41+00:00,high_progress_failure,high_progress_failure_02_partial_solution_passes_smoke,False
general-purpose,2026-05-05T08:22:10.803111+00:00,True,verifier_exit,45.125421,5.0,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/high_progress_failure_02_partial_solution_passes_smoke__armB__3db6b834/ledger.jsonl,claude-sonnet-4-6,,high_progress_failure_02_partial_solution_passes_smoke__armB__3db6b834,tb_live_v2,2026-05-05T08:21:25.677690+00:00,high_progress_failure,high_progress_failure_02_partial_solution_passes_smoke,False
